,title,studios,type,genres,ratio_rank,completed_count,start_date,anime_id
302,Motto! Majime ni Fumajime Kaiketsu Zorori 3rd Season,Ajia-Do|Bandai Namco Pictures,TV,Adventure|Comedy|Kids,,0,2022,50193
303,Motto! Majime ni Fumajime Kaiketsu Zorori 2nd Season,Ajia-Do,TV,Adventure|Comedy|Kids,,61,2021,43778
304,PJ Berri no Mogumogu Munyamunya Season 2,Doga Kobo,TV,Comedy,,79,2017,35963
305,Tsuri Baka Nisshi,Toei Animation,TV,Comedy|Slice of Life,,104,2002,5473
306,Shima Kousaku no Asia Shinseki-den,,TV,Drama|Cars|Seinen,,61,2016,33540
307,Gan Gan Ganko-chan,10Gauge,TV,Comedy|Sci-Fi|Kids,,76,2016,34488
308,Caribadix,,TV,Comedy|Music,,78,2017,35517
309,Yuhuwa Chingudeul 2,,TV,Kids,,17,2013,48304
310,Warai no Show Gakkou,,TV,Comedy|Kids,,46,2009,29747
311,Songshan Qi Yuan,,TV,Kids,,9,2012,46711
312,FLCL: Grunge,MontBlanc Pictures,TV,Action|Avant Garde|Comedy|Sci-Fi|Mecha|Parody,,0,2023,51304
313,Setsuzoku Muyou,,TV,Comedy,,27,2014,28887
314,Youjo Senki II,Nut,TV,Action|Military,,0,0,49233
315,Hoshi no Samidare,,TV,Action|Adventure|Comedy|Drama|Psychological|Seinen,,0,2022,50891
316,Kuroneko Monroe,,TV,Comedy,,47,2018,37325
317,Kimi wa Houkago Insomnia,,TV,Slice of Life|School|Seinen,,0,0,50796
318,Dochamon Junior,,TV,Comedy|Kids,,81,2015,31746
319,Zhu Zhu Xia: Meng Xiang Shou Wei Zhe,,TV,Sci-Fi|Super Power|Kids,,91,2016,38129
320,Unicorn no Kyupi,,TV,Fantasy|Kids,,0,2017,34990
321,Onipan!,Wit Studio,TV,Comedy|Fantasy|Demons,,0,2022,50955
322,Zhandou Wang Zhi Jufeng Zhan Hun 5,Alpha Animation,TV,Action|Kids,,35,2018,42468
323,Kkoma Bus Tayo 2,,TV,Cars|Kids,,121,2011,38071
324,Uchuu Nanchara Kotetsu-kun,Fanworks,TV,Comedy|Space,,0,2021,42870
325,Kakkou no Iinazuke,SynergySP|Shin-Ei Animation,TV,Comedy|Romance|Harem|Shounen,,0,2022,48675
326,Shisukon Ouji,,TV,Adventure,,86,1963,19981
327,Ragna Crimson,,TV,Fantasy|Shounen,,0,2023,51297
328,Sore Ike! Zukkoke Sannin-gumi,Nippon Animation,TV,Comedy|School|Kids,,71,2004,11497
329,Yoshida Katsuko no Yabai wa! SDGs: Araburu! Trouble! Sustainable!,DLE,TV,Comedy|Work Life|Parody,,45,2021,50141
330,Fan Kai Zhe Yi Ye,,TV,Historical|School|Kids,,11,2014,47023
331,Bary-san no Shokoku Manyuuki,Kachidoki Studio,TV,Comedy,,50,2016,36611
332,Pikaia!!,OLM,TV,Drama|Slice of Life|Kids,,138,2017,34852
333,Karl to Fushigi na Tou,Nippon Animation,TV,Adventure|Fantasy|Mystery|Kids,,68,2010,9371
334,Seijo no Maryoku wa Bannou Desu 2nd Season,Diomedéa,TV,Fantasy|Romance|Slice of Life,,0,0,51215
335,Utawarerumono: Futari no Hakuoro,,TV,Action|Drama|Fantasy,,0,2022,40590
336,Sai Er Hao Season 6: Cangqiong Liehuo,,TV,Kids,,12,2016,44148
337,Kumichou Musume to Sewagakari,feel.|Gaina,TV,Comedy|Slice of Life,,0,2022,49776
338,Mannaka no Rikkun@Kin Tele,Sakura Create,TV,Comedy|Seinen,,32,2019,37560
339,Uchi no Shishou wa Shippo ga Nai,LIDENFILMS,TV,Supernatural|Historical|Seinen,,0,2022,49533
340,Chibinacs,,TV,Comedy,,59,2006,32417
341,Mikan Seijin Arawaru,,TV,Comedy,,39,2016,33946
342,Sai Er Hao Season 2: Sheng Zhe Ni Xi,,TV,Kids,,16,2013,44144
343,Extreme Hearts,,TV,Sports|Music,,0,2022,50999
344,Shuimu Youjiao: Xuetang Xilie - Bai Jia Xing,,TV,Kids,,12,2012,45539
345,Sumiko (TV),,TV,Comedy|Slice of Life|Kids,,95,2014,24969
346,Panpaka Pants W-O-New!,DLE,TV,Comedy|Kids,,77,2016,33002
347,Chuldong! Super Wings 2,,TV,Adventure|Cars|Kids,,111,2017,38526
348,Waresho! Warera! Shodobutsu Aigo Iinkai,,TV,Comedy,,58,2019,39978
349,Qicai Shijie,,TV,Kids,,8,2013,46694
350,Gra-P & Rodeo II,Pie in the sky,TV,Comedy|Music,,73,2016,33290
351,Inu ni Nattara Suki na Hito ni Hirowareta.,,TV,Comedy|Ecchi,,0,2023,51265
352,Overlord IV,Madhouse,TV,Action|Fantasy|Supernatural|Game,,0,2022,48895
353,Jigokuraku,MAPPA,TV,Historical|Shounen,,0,0,46569
354,Kawaii dake ja Nai Shikimori-san,Doga Kobo,TV,Comedy|Romance|Slice of Life,,0,2022,45613
355,Catchy-kun no Nice Catch!,DLE,TV,Comedy,,50,2017,35914
356,Pittanko!! Nekozakana (2020),Studio Comet,TV,Comedy|Kids,,19,2020,48594
357,Turning Mecard R,,TV,Cars|Game|Mecha|Kids,,87,2017,37749
358,Power Battle Watch Car Season 2,,TV,Cars|Kids,,70,2016,38612
359,Robocar Poli 4,,TV,Comedy|Cars|Kids,,63,2015,42660
360,Zhu Zhu Xia: Jing Su Xiao Yingxiong,,TV,Sci-Fi|Cars|Space|Super Power|Kids,,71,2019,41635
361,Shin Ninja Tamamaru,,TV,Martial Arts|Kids,,36,2008,35107
362,Baby-Hamitang,Robot Communications,TV,Kids,,0,2022,50681
363,Steel Fire Brigade Fire Robo,,TV,Sci-Fi|Mecha|Kids,,10,2016,48333
364,Pankis! 2-jigen,DLE,TV,Comedy|Music,,137,2015,28247
365,Egg Car,,TV,Adventure|Comedy|Fantasy|Kids,,31,2019,40368
366,Ji Jia Shou Shen Zhi Baolie Feiche,Alpha Animation,TV,Action|Adventure|Cars,,61,2016,42740
367,Teppen!!!!!!!!!!!!!!!,Drive,TV,Comedy|Slice of Life|School,,0,2022,50760
368,Tori Go! Go!,,TV,Comedy|Slice of Life|Kids,,11,2006,48346
369,Danchi Tomoo,,TV,Comedy|Seinen,,128,2013,17703
370,Norakuro-kun,Studio Pierrot,TV,Comedy|Mystery,,114,1987,16393
371,Chibinacs 2.0,,TV,Comedy,,63,2007,32418
372,Sore Ike! Sabuibo Mask,DLE,TV,Comedy|Slice of Life,,43,2016,33188
373,The Legend of Huainanzi 2nd Season,,TV,Adventure|Fantasy|Historical,,32,2014,31893
374,Reizouko no Tsukenosuke!,,TV,Comedy|Parody|Kids,,0,2018,38451
375,Little Charo,Spooky graphic,TV,Slice of Life,,146,2008,13177
376,Pakkororin,,TV,Kids,,0,2011,38099
377,Nyuru Nyuru!! Kakusen-kun 2nd Season,DLE,TV,Comedy,,130,2015,30144
378,Do It Yourself!!,Pine Jam,TV,Comedy|Slice of Life,,0,0,48542
379,Bai Bian Zhu Zhu Xia,,TV,Fantasy|Sci-Fi|Super Power|Kids,,97,2009,38121
380,Yu☆Gi☆Oh!: Go Rush!!,Bridge,TV,Action|Fantasy|Game,,0,2022,50607
381,Shounen Santa no Daibouken!,Studio Deen,TV,Adventure|Fantasy|Shounen,,98,1996,7639
382,Chibinacs 3,,TV,Comedy,,60,2008,32419
383,Shimajirou Hesoka,The Answer Studio,TV,Adventure|Comedy|Fantasy|Kids,,97,2010,18939
384,Gene Diver,,TV,Action|Adventure|Fantasy|Sci-Fi|Historical,,159,1994,4470
385,Mim Mam Mint,Kachidoki Studio,TV,Comedy,,41,2015,32402
386,Tobidase! Dokan-kun,DLE,TV,Comedy|Mecha,,48,2011,38571
387,Bbasha Mecard,,TV,Game|Mecha|Kids,,17,2019,48350
388,Hello Cocomong,,TV,Music|Kids,,63,2010,37942
389,Shounen Ashibe 2,Life Work,TV,Comedy|Slice of Life,,128,1992,8832
390,Arknights: Reimei Zensou,Yostar Pictures,TV,Action|Fantasy,,0,0,50205
391,Tetsujin 28-gou Gao!,Eiken,TV,Slice of Life|Mecha,,85,2013,19445
392,Hanitarou Desu.,Toei Animation,TV,Comedy|Slice of Life,,59,1997,34831
393,Dotanba no Manners,Eiken,TV,Comedy|Slice of Life,,135,1984,20077
394,Kedama no Gonjirou,OLM|Wit Studio,TV,Action|Adventure|Comedy|Fantasy|Shounen,,57,2019,39040
395,Little Charo: Touhoku-hen,Spooky graphic,TV,Kids,,73,2012,13465
396,Hula Kappa,Office AO,TV,Comedy,,97,2006,3414
397,Cardfight!! Vanguard: Will+Dress,,TV,Comedy|Game,,0,2022,49819
398,Dochamon Junior 2,Calf Studio,TV,Comedy|Kids,,39,2016,34207
399,Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart,,TV,Comedy|Romance,,0,2022,43470
400,Otome Game Sekai wa Mob ni Kibishii Sekai desu,ENGI,TV,Fantasy|Romance|Harem|School,,0,2022,50461
401,Puu-Neko,DLE,TV,Comedy,,163,2011,10459
402,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden (TV) Final Season - Asaki Yume no Akatsuki,,TV,Drama|Suspense|Psychological,,0,2022,49291
403,NieR:Automata,,TV,Action,,0,0,51105
404,Kungya Kungya,,TV,Fantasy|Kids,,13,2006,48338
405,Yama no Susume: Next Summit,8bit,TV,Adventure|Comedy|Slice of Life,,0,2022,48491
406,Haruniwa Ie no 3 Nin-me,Toei Animation,TV,Comedy|Slice of Life|Supernatural,,57,1998,34841
407,Tokyo Mew Mew New ♡,Yumeta Company|Graphinica,TV,Comedy|Fantasy|Romance|Sci-Fi|Shoujo,,0,2022,41589
408,Narara Superboard,,TV,Action|Adventure|Comedy,,116,1990,32136
409,Spy x Family Part 2,,TV,Action|Comedy|Shounen,,0,0,50602
410,Shishou Series,Pierrot Plus,TV,Horror|Supernatural|School|Seinen,,0,0,30223
411,Kaeru Ouji to Imomushi Henry,,TV,Comedy|Fantasy,,46,2018,38010
412,Lalala Lala-chan: Lala to Mainichi,,TV,Adventure|Fantasy|Kids,,51,2018,37472
413,Kijeu CSI,,TV,Adventure|Mystery|Kids,,12,2012,48342
414,CoCO & NiCO,Kachidoki Studio,TV,Comedy|Kids,,74,2016,32944
415,Musashino!,A-Real,TV,Comedy|Slice of Life|School,,0,0,35335
416,Panda no Taputapu,Kachidoki Studio,TV,Kids,,51,2012,13463
417,Mirai Kara Kita Shounen Super Jetter,,TV,Action|Comedy|Sci-Fi|Super Power,,139,1965,16159
418,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,Ajia-Do,TV,Fantasy|Slice of Life,,0,2022,42429
419,Elec-king The Animation,,TV,Comedy|Seinen,,88,2007,3243
420,Momotarou Densetsu,Knack Productions,TV,Adventure|Comedy,,153,1989,11533
421,Taeko no Nichijou 2nd Season,DLE,TV,Slice of Life,,35,2020,42090
422,Vinland Saga Season 2,,TV,Action|Adventure|Drama|Historical|Seinen,,0,0,49387
423,Dr. Stone 3rd Season,,TV,Adventure|Comedy|Sci-Fi|Shounen,,0,2023,48549
424,Mukashi Keibanashi 2nd Season,,TV,Comedy|Fantasy|Sports|Parody,,53,2020,41951
425,Guru Guru Town Hanamaru-kun,Studio Pierrot,TV,Kids,,130,1999,8195
426,Wo Wei Ge Kuang,,TV,Music,,82,2001,9948
427,Scarecrowman,TMS Entertainment,TV,Fantasy|Kids,,101,2008,4684
428,Pikachin-Kit,OLM|Shin-Ei Animation,TV,Comedy|Sci-Fi|Kids,,66,2018,36552
429,Buta no Liver wa Kanetsu Shiro,,TV,Comedy|Fantasy,,0,0,50583
430,Chikasugi Idol Akae-chan,DLE,TV,Comedy|Game|Parody,,95,2014,22755
431,Pururun! Shizuku-chan,TMS Entertainment,TV,Comedy|Kids,,95,2006,9426
432,Nikoniko♪Connie-chan,,TV,Kids,,37,2009,34182
433,Get Up! Get Live! #Geragera,Spell Bound,TV,Comedy|Slice of Life,,125,2020,41807
434,Taekwon-wang Gang Taepung,,TV,Sports|Martial Arts|School,,25,2000,48347
435,Malta no Bouken Season 3,,TV,Adventure|Kids,,29,2017,38166
436,Made in Abyss: Retsujitsu no Ougonkyou,,TV,Adventure|Drama|Fantasy|Mystery|Sci-Fi,,0,2022,41084
437,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou 2nd Season",SILVER LINK.,TV,Fantasy|School,,0,0,48417
438,Kage no Jitsuryokusha ni Naritakute!,Nexus,TV,Action|Comedy|Fantasy,,0,2022,48316
439,Kimi to Fit Boxing,Imagineer|Story Effect,TV,Sports,,85,2021,49664
440,Dance Dance Danseur,MAPPA,TV,Drama|Seinen,,0,2022,48702
441,Yowamushi Pedal: Limit Break,TMS Entertainment,TV,Comedy|Drama|Sports|Shounen,,0,2022,50552
442,Deaimon,Encourage Films,TV,Gourmet|Slice of Life|Seinen,,0,2022,48779
443,Gozonji! Gekkou Kamen-kun,Actas|TMS Entertainment,TV,Comedy|Sci-Fi|Parody,,152,1999,5477
444,Seizei Ganbare! Mahou Shoujo Kurumi 3rd Season,Pie in the sky,TV,Parody,,65,2020,42482
445,Konu to Tanoshii Otomodachi,,TV,Slice of Life|Kids,,0,2021,50142
446,Sentai Hero Sukiyaki Force: Gunma no Heiwa wo Negau Season,Studio 4°C,TV,Comedy|Parody|Super Power,,69,2017,34456
447,Zhu Zhu Xia: Chao Xing Meng Chong,,TV,Sci-Fi|Super Power|Kids,,100,2017,38131
448,Ninja Tamamaru,,TV,Martial Arts|Kids,,42,2008,35106
449,Jam the Housnail,,TV,Adventure|Kids,,93,1996,29367
450,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,Project No.9,TV,Comedy|Romance,,0,0,50739
451,Shadows House 2nd Season,,TV,Slice of Life|Supernatural|Seinen,,0,2022,49782
452,Golden Kamuy 4th Season,Brain's Base,TV,Action|Adventure|Historical|Seinen,,0,0,50528
453,Oi! Ryouma,Animation 21,TV,Adventure|Drama|Historical,,135,1992,8415
454,Jeong-geul-eseo Sal-anamgi: Maru Adventure,,TV,Adventure|Kids,,10,2015,48321
455,Yatogame-chan Kansatsu Nikki 4th Season,Creators in Pack|Hayabusa Film,TV,Comedy|Slice of Life|School|Shounen,,0,2022,50438
456,Magical Hat,Studio Pierrot,TV,Adventure|Comedy|Fantasy|Kids,,123,1989,15915
457,Himitsukessha Taka no Tsume DO,DLE,TV,Comedy|Parody|Super Power,,107,2015,30470
458,Porong Porong Pororo 6,,TV,Kids,,122,2016,36530
459,Taikong Lixianji,,TV,Action|Sci-Fi|Mecha|Kids,,62,2010,35138
460,Panpaka Pants,DLE,TV,Comedy|Kids,,71,2008,32842
461,Me & My Robot,,TV,Comedy|Sci-Fi|School|Kids,,11,2013,48208
462,PePePePengiin,DLE,TV,Comedy,,118,2016,34156
463,Funassyi no Funafunafuna Biyori,Asahi Production,TV,Comedy|Slice of Life|Kids,,88,2015,30342
464,C Danchi,Akatsuki,TV,Horror,,0,0,51306
465,Kaijuu Sakaba Kanpai!,DLE,TV,Comedy|Supernatural,,142,2015,30777
466,Harimogu Harry,,TV,Kids,,103,1996,9807
467,Yakyuubu Aruaru,,TV,Sports,,108,2015,31177
468,Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu,Staple Entertainment,TV,Fantasy|School|Shounen,,0,2022,51213
469,Spy x Family,Wit Studio|CloverWorks,TV,Action|Comedy|Shounen,,0,2022,50265
470,Coral no Tanken,,TV,Adventure|Music|Kids,,81,1979,32630
471,Sylvanian Families: Mini Story,,TV,Slice of Life|Kids,,87,2017,36265
472,Mukashi Keibanashi,DLE,TV,Comedy|Fantasy|Sports|Parody,,65,2019,40832
473,Taoleujima Beoseuteo,,TV,Comedy|Mecha|Kids,,11,2017,48344
474,Kemy Tamheomdae,,TV,Adventure|Kids,,43,2016,34667
475,Eiyuu Kyoushitsu,,TV,Action|Fantasy|School,,0,0,49894
476,Hoshi no Shima no Nyanko,Animation Planet,TV,Adventure|Slice of Life,,45,2018,38147
477,Bug tte Honey,Tokyo Movie Shinsha,TV,Adventure|Comedy,,140,1986,10210
478,Ranpou,,TV,Comedy|Parody|School,,89,1984,16526
479,Kunoichi Tsubaki no Mune no Uchi,CloverWorks,TV,Comedy|Shounen,,0,2022,50338
480,Tokyo Revengers: Seiya Kessen-hen,,TV,Action|Drama|Supernatural|School|Shounen,,0,0,50608
481,Taikong Xiha Zu,,TV,Adventure|Comedy|Fantasy|Sci-Fi,,8,2004,48260
482,Tobidase! Machine Hiryuu,Toei Animation|Tatsunoko Production,TV,Comedy|Cars|Parody|Shounen,,129,1977,20125
483,Kyouryuu Wakusei,,TV,Adventure|Fantasy|Sci-Fi|Historical,,133,1993,7681
484,Akita Kenritsu Iburi Gakkou Chuutou-bu,,TV,Comedy,,26,2017,35226
485,Nyanpuku Nyaruma,Kachidoki Studio,TV,Comedy,,43,2014,24403
486,Ohayou! Kokekkou-san,TMS Entertainment|TOCSIS,TV,Comedy|Kids,,38,2016,34234
487,Gunjou no Fanfare,Lay-duce,TV,Sports,,0,2022,49691
488,Wonder Balls,,TV,Comedy|Kids,,14,2014,48303
489,Tokyo Gambo,Jumonji,TV,Slice of Life,,0,0,44056
490,Wala! Pyeon-uijeom The Animation,,TV,Slice of Life,,101,2009,17106
491,Chiikawa,Doga Kobo,TV,Comedy|Seinen,,0,2022,50250
492,Gatapishi,Shin-Ei Animation,TV,Comedy|Slice of Life,,147,1990,20243
493,Shounen Ashibe (TV),Life Work,TV,Comedy|Slice of Life,,156,1991,8829
494,Koi wa Sekai Seifuku no Ato de,Project No.9,TV,Comedy|Romance|Shounen,,0,2022,48643
495,Kingdom 4th Season,,TV,Action|Historical|Military|Seinen,,0,2022,50160
496,Ooya-san to Boku,Fanworks,TV,Slice of Life,,61,2020,41349
497,"Benriya Saitou-san, Isekai ni Iku",,TV,Adventure|Comedy|Fantasy,,0,0,50854
498,Under Ninja,,TV,Action|Comedy|Drama|Slice of Life|Seinen,,0,0,49766
499,Kabushiki Kaisha Zoo,,TV,Comedy|Kids,,49,2010,29748
500,Gohan Kaijuu Pap,DLE,TV,Action|Comedy|Kids,,0,2011,22669
501,Lan Mao,,TV,Adventure|Comedy,,140,1999,9947
502,Hatara Kids Mai Ham Gumi,Toei Animation,TV,Action|Kids,,139,2007,3251
503,Deban Desu Yo! Onigirizu,Production Reed,TV,Comedy,,105,2015,30893
504,Doteraman,Tatsunoko Production,TV,Comedy|Sci-Fi,,108,1986,20083
505,Bite-Choicar,,TV,Cars|Kids,,0,2020,41638
506,Duel Masters King MAX,Brain's Base|Shogakukan Music & Digital Entertainment,TV,Action|Adventure|Comedy|Fantasy|Kids,,0,2022,51037
507,Little Charo 4: Eigo de Aruku New York,Spooky graphic,TV,Adventure|Kids,,44,2013,35476
508,Zhu Zhu Xia: Guang Ming Shou Wei Zhe,,TV,Sci-Fi|Super Power|Kids,,92,2016,38128
509,Little Charo 2,,TV,Slice of Life,,110,2010,13179
510,Neko no Robu,Kachidoki Studio,TV,Comedy|Slice of Life,,0,2017,35478
511,Robocar Poli 2,,TV,Cars|Police|Kids,,160,2011,32221
512,Wonder Balls Season 2,,TV,Comedy|Kids,,14,2019,49071
513,Tsuki ga Michibiku Isekai Douchuu 2nd Season,,TV,Action|Adventure|Comedy|Fantasy,,0,0,49889
514,Goblin Slayer 2nd Season,,TV,Action|Adventure|Fantasy,,0,0,47160
515,Shine Post,Studio Kai,TV,Slice of Life|Music,,0,2022,50221
516,Stone Age,,TV,Fantasy|Kids,,66,2017,36657
517,Kotori Samba,,TV,Comedy|Music,,96,2015,31239
518,Sai Er Hao Season 7: Yuzhou Zhi Yan,,TV,Kids,,11,2016,44149
519,"Kanojo, Okarishimasu 2nd Season",TMS Entertainment,TV,Comedy|Romance|School|Shounen,,0,2022,42963
520,Fumetsu no Anata e 2nd Season,,TV,Adventure|Drama|Supernatural|Shounen,,0,2022,49709
521,Ao Ashi,Production I.G,TV,Sports|Seinen,,0,2022,49052
522,Shuimu Juchang Xi You Ji,,TV,Fantasy|Kids,,12,2010,45540
523,Yousei Chii-tan☆,,TV,Slice of Life|Kids,,0,0,39110
524,Fuku-chan,Shin-Ei Animation,TV,Slice of Life|Kids,,91,1982,23973
525,Choubakuretsu Ijigen Menko Battle: Gigant Shooter Tsukasa,Fanworks,TV,Action|Comedy|Game|Kids,,127,2014,23511
526,Kwaegeol Longman Narongi,,TV,Adventure|Kids,,66,2006,19325
527,Birdie Wing: Golf Girls' Story,Bandai Namco Pictures,TV,Sports,,0,2022,50248
528,Olga no Russia Gokouza,DLE,TV,Comedy|Slice of Life,,50,2007,41114
529,Kirin the Noop,,TV,Adventure,,0,2014,35694
530,Wa Wa Wa Wappi-chan,,TV,Kids,,63,2006,33083
531,Kyou mo Tsuno ga Aru,MMDGP,TV,Comedy,,43,2019,39003
532,Seiken Gakuin no Makentsukai,,TV,Action|Fantasy|School,,0,0,50184
533,Mushoku Tensei: Isekai Ittara Honki Dasu 2nd Season,,TV,Drama|Fantasy|Ecchi,,0,0,51179
534,Pururun! Shizuku-chan Aha,TMS Entertainment,TV,Comedy|Kids,,77,2007,9533
535,Lalalacoco,Studio Comet,TV,Comedy|Slice of Life|Kids,,28,2020,40953
536,Leonardo Hakase to Kirin-mura no Nakama-tachi (TV),,TV,Comedy|Kids,,29,2008,41159
537,Zero Tester,Sunrise,TV,Action|Adventure|Sci-Fi|Mecha,,178,1973,9520
538,Kimoshiba,TMS Entertainment|Jinnis Animation Studios,TV,Comedy|Horror|Supernatural|Kids,,68,2016,34233
539,Leonardo Hakase to Kirin-mura no Nakama desho,,TV,Comedy|Kids,,22,2008,41160
540,Turuturutu Narongi,,TV,Adventure|Kids,,58,2004,19311
541,Ba La La Xiao Mo Xian Zhi: Mofa Hai Ying Bao,,TV,Comedy,,71,2018,40249
542,Zombie Dumb,,TV,Comedy|Supernatural|Kids,,17,2016,48323
543,Tatakae! Dokan-kun: Gekitou-kun,DLE,TV,Comedy|Mecha,,41,2008,38569
544,Ju Bing Chang Cheng Zhuan,2:10 AM Animation,TV,Action|Adventure|Fantasy|Demons|Kids,,50,2019,39679
545,Fuusen no Doratarou,Nippon Animation,TV,Kids,,94,1981,5594
546,Neko Neko Nihonshi 3rd Season,Joker Films,TV,Historical|Parody|Samurai|Kids,,148,2018,37369
547,"Letchu, Getchu, Saru Getchu",,TV,Comedy,,146,2002,31054
548,Marude Dameo,Studio Pierrot,TV,Comedy|Sci-Fi|Shounen,,91,1991,19873
549,Ore wa Chokkaku,Studio Pierrot,TV,Comedy,,107,1991,19831
550,Love Live! Nijigasaki Gakuen School Idol Doukoukai 2nd Season,,TV,Slice of Life|Music|School,,0,2022,48916
551,Gra-P & Rodeo,Pie in the sky,TV,Comedy|Music,,92,2014,27521
552,Tatakae! Dokan-kun: Robolympic-hen,DLE,TV,Comedy|Mecha,,40,2008,38570
553,Yuhuwa Chingudeul,,TV,Kids,,56,2009,36167
554,Zhu Zhu Xia: Bai Bian Lian Meng,,TV,Sci-Fi|Super Power|Kids,,102,2015,38126
555,Na Sa Er Ding,,TV,Adventure|Fantasy|Demons,,88,2014,33599
556,Neko Enikki,Kachidoki Studio,TV,Comedy|Slice of Life,,53,2015,31361
557,Ninpen Manmaru,Shin-Ei Animation,TV,Comedy|Samurai|Shounen,,114,1997,9455
558,Akachan Honbuchou 2nd Season,Tomovies,TV,Comedy|Work Life|Seinen,,18,2022,51132
559,Uzumaki,Drive,TV,Avant Garde|Drama|Horror|Romance|Supernatural|Psychological|Seinen,,0,2022,40333
560,Lalalacoco II,Studio Comet,TV,Comedy|Slice of Life|Kids,,15,2020,42179
561,Urikupen Kyuujo-tai,Tatsunoko Production,TV,Adventure|Comedy|Kids,,141,1974,4598
562,B Rappers Street,Pie in the sky,TV,Comedy|Music,,69,2019,39031
563,Eily wa Ou-sama!,,TV,Comedy|Fantasy,,38,2019,40487
564,Nano Invaders,,TV,Action|Adventure|Super Power|Shounen,,126,2014,27943
565,Cholong-iui Yesnal-Yeohaeng,,TV,Fantasy|Historical|Kids,,12,1993,48327
566,Neko Neko Nihonshi 4th Season,,TV,Historical|Parody|Samurai|Kids,,64,2019,39356
567,Mamahaha no Tsurego ga Motokano datta,,TV,Comedy|Romance,,0,2022,49470
568,Spy Kyoushitsu,feel.,TV,Action|Comedy|Mystery|Romance,,0,0,51252
569,Muv-Luv Alternative 2nd Season,,TV,Action|Drama|Sci-Fi|Mecha|Military,,0,2022,50638
570,Onmyou Hyakki Monogatari,,TV,Supernatural|Demons|Historical,,0,0,40652
571,Cap Kakumei Bottleman DX,Gaina,TV,Action|Game|Kids,,0,2022,51155
572,Kick Off 2002,,TV,Sports,,98,2002,7525
573,Jimoto ga Japan,Oddjob,TV,Comedy|Slice of Life|Shounen,,76,2019,38881
574,Blue Lock,8bit,TV,Sports|Shounen,,0,2022,49596
575,Neko no Dayan,Kachidoki Studio,TV,Kids,,102,2014,23555
576,Monchhichiisu,,TV,Kids,,60,2012,31924
577,Hulaing Babies Petit,Fukushima Gaina,TV,Comedy|Slice of Life,,136,2020,40758
578,Dokachin,Tatsunoko Production,TV,Comedy|Kids,,77,1968,15957
579,Kung Fu Gonglyong Suhodae,,TV,Fantasy|Martial Arts|Kids,,17,2009,48339
580,Oshiete Mahou no Pendulum: Rilu Rilu Fairilu,Studio Deen,TV,Fantasy|Slice of Life,,142,2018,37328
581,Arms Rally,Iyasakadou Film,TV,Adventure|Sports|Cars|Military,,72,2007,41115
582,Iii Icecrin,Shin-Ei Animation,TV,Kids,,83,2021,44848
583,Ketsuinu,Toei Animation,TV,Comedy,,95,2010,8353
584,Seirei Gensouki 2nd Season,,TV,Action|Adventure|Drama|Fantasy|Romance|Harem,,0,0,50306
585,"Yuusha, Yamemasu",EMT Squared,TV,Action|Adventure|Comedy|Fantasy,,0,2022,50175
586,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV) 2nd Season,,TV,Drama|Psychological|School,,0,2022,51096
587,Shadowverse Flame,Zexcs,TV,Fantasy|Game,,0,2022,50060
588,Garugaku. II: Lucky Stars,OLM,TV,Music|School,,0,2022,50495
589,What's Michael? (TV),Daume,TV,Comedy,,155,1988,12039
590,Mou Ippon!,,TV,Slice of Life|Sports|Martial Arts|Shounen,,0,0,49376
591,Shikaru Neko,,TV,Slice of Life,,0,0,48442
592,Peter Grill to Kenja no Jikan 2nd Season,,TV,Comedy|Fantasy|Ecchi|Harem,,0,0,50348
593,Onigiri ni Naritai Cogimyun,,TV,Fantasy|School|Kids,,0,2020,41276
594,Robocar Poli 3,,TV,Comedy|Cars|Kids,,68,2014,42654
595,Kamisama Minarai: Himitsu no Cocotama - Minarai Cocotama-dou,OLM,TV,Fantasy|Slice of Life|Kids,,94,2018,37978
596,Bbasha Mecard S,,TV,Game|Mecha|Kids,,19,2019,48762
597,"Sentai Hero Sukiyaki Force: Gunma no Heiwa wo Negau Season e, Mata?",Studio 4°C,TV,Comedy|Parody|Super Power,,52,2018,37054
598,Aqua Kids,,TV,Adventure|Kids,,87,2004,34249
599,Lalala Lala-chan: Patapata Daisensou,Usagi Ou,TV,Adventure|Fantasy|Kids,,68,2016,36551
600,Tantan Xiao Dongyuan,,TV,Kids,,14,2010,46706
601,Binfen Baobao,,TV,Adventure|Kids,,12,2011,45525
602,Paboo & Mojies,Dongwoo A&E,TV,Kids,,53,2012,13165
603,Date A Live IV,GEEK TOYS,TV,Comedy|Romance|Sci-Fi|Harem|Mecha|School,,0,2022,41461
604,Pretty All Friends Selection,,TV,Comedy|Slice of Life|Music|Shoujo,,102,2021,48859
