,Title,Studios,Genres,Rank,Completed_count,Year,Anime_id
7158,Nurarihyon no Mago OVA,Studio Deen,Action|Supernatural|Demons|Shounen,1744,15731,2012,15959
7159,Bouken Shite mo Ii Koro,Knack Productions,Comedy|Seinen,10013,450,1989,5648
7160,Kazoku: Haha to Shimai no Kyousei,PoRO,Hentai,6465,0,2021,48422
7161,Vandread: Taidou-hen,Gonzo,Action|Adventure|Comedy|Sci-Fi|Ecchi|Mecha|Space,5159,4639,2001,1112
7162,Golden Kamuy OVA,Geno Studio,Action|Adventure|Historical|Seinen,2289,13066,2018,37884
7163,Tenchi Muyou! Ryououki 4th Season,AIC|C2C,Action|Comedy|Sci-Fi|Harem|Space|Shounen,6519,2612,2016,31861
7164,Juuninin no Onna Kyoushi,Y.O.U.C,Hentai,8784,1044,2008,5522
7165,Cinderella Express,,Comedy|Romance|Ecchi|Seinen,10109,324,1989,6419
7166,Tetsuwan Birdy Decode: The Cipher,A-1 Pictures,Action|Comedy|Sci-Fi,2135,13079,2009,6380
7167,Shiawasette Naani,Kyoto Animation,Fantasy,10091,850,1991,13441
7168,Idol Project,Studio OX,Adventure|Comedy|Music,9215,850,1995,2072
7169,Ariel Visual,J.C.Staff,Action|Comedy|Sci-Fi|Mecha,9771,715,1989,2839
7170,Days: Touin Gakuen-sen!,MAPPA,Sports|School|Shounen,2877,8213,2018,34513
7171,Yakumotatsu,Studio Pierrot,Adventure|Horror|Supernatural|Historical|Shoujo,7588,1779,1997,1026
7172,Teakamamire no Tenshi The Animation,Office No. 8,Hentai,7723,1212,2017,35499
7173,Bubblegum Crash,Artmic|Darts,Action|Adventure|Sci-Fi|Mecha|Shounen,5006,5713,1991,1348
7174,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,Gonzo,Comedy|Drama|Shoujo,2419,9746,2005,429
7175,"Yuyushiki: Komarasetari, Komarasaretari",Kinema Citrus,Comedy|Slice of Life|School,3133,7106,2017,33035
7176,Love² Police,J.T.P.P.,Hentai,10301,291,1998,7908
7177,Bishoujo Yuugekitai Battle Skipper,Artmic,Comedy|Sci-Fi|Mecha,9805,889,1995,1528
7178,Bible Black: New Testament,Studio Jam,Hentai,4029,18474,2004,1401
7179,Ryokan Shirasagi,AT-2,Hentai,7934,1377,2003,2935
7180,Suki da yo!,Y.O.U.C,Hentai,8527,1133,2001,2440
7181,Elf 17,Agent 21,Adventure|Comedy|Martial Arts|Mecha,9174,1089,1987,9324
7182,Ranma ½ Super,,Adventure|Comedy|Romance|Supernatural|Martial Arts|Shounen,2280,12745,1995,1011
7183,Megami Tantei Vinus File,Shinjukuza,Hentai,10061,388,2003,6015
7184,Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure,AIC,Comedy|Sci-Fi|Parody|Police|Space|Shounen,4463,6303,1994,2725
7185,Megami Paradise,,Adventure|Fantasy|Ecchi,9319,1121,1995,2528
7186,Hyakko Extra,Nippon Animation,Comedy|Gourmet,4268,7641,2009,6958
7187,"Tenioha! 2: Nee, Motto Ecchi na Koto Ippai Shiyo? The Animation",Studio 1st,Hentai,5249,3088,2019,39640
7188,Area 88,Studio Pierrot,Action|Adventure|Drama|Romance|Military,3318,6873,1985,1488
7189,Asatte Dance,Knack Productions,Comedy|Drama|Romance|Ecchi|Seinen,9881,342,1991,8643
7190,Onegai☆Teacher: Reminiscence Disc,,Comedy|Romance|Sci-Fi,5969,2758,2003,14685
7191,Iczer-Girl Iczelion,AIC,Action|Adventure|Sci-Fi,8815,1360,1995,1831
7192,Cosplay Change: Pure-kei Joshidaisei no Kiken na Seiheki,Mousou Senka,Hentai,9147,0,2021,49943
7193,Days  OVA,MAPPA,Sports|School|Shounen,5464,2533,2017,34008
7194,Senjou no Valkyria 3: Tagatame no Juusou,A-1 Pictures,Action|Fantasy|Military,3217,8005,2011,9793
7195,Shin-ban Megami Tantei Vinus File,,Hentai,8978,813,2004,2956
7196,Nineteen 19,Madhouse,Drama|Romance,7536,1758,1990,2468
7197,Natural 2: Duo,Arms,Hentai,8441,834,2001,4729
7198,Tanin no Kankei,J.C.Staff,Comedy|Romance|Ecchi|School,8157,904,1994,4451
7199,Kouryuu no Mimi: Mina no Shou,OLM,Action|Drama|Super Power,10303,454,1995,2737
7200,TO-Y,Gallop,Drama|Music|Shounen,7835,1439,1987,2103
7201,Zombie Clay Animation: Life of the Dead,Studio Binzo,Comedy|Horror,10689,158,2011,30089
7202,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu OVA,AIC Classic,Comedy|Ecchi|Parody|School|Shounen,6561,3045,2013,14889
7203,Shiofuki Mermaid,,Hentai,7273,1806,2011,11523
7204,Virtuacall 2,Triple X,Hentai,10089,447,1997,3530
7205,Rinne no Lagrange: Kamogawa Days,Xebec,Comedy|Sci-Fi|Slice of Life|School,4781,4904,2012,13727
7206,Milkyway,Datama Film,Romance|Hentai,9479,634,2003,4638
7207,Joker: Marginal City,Studio Sign,Action|Romance|Sci-Fi,9850,757,1992,3661
7208,Tomoe ga Yuku!,animate Film,Action|Drama|Romance|Suspense|Shoujo,10065,426,1991,4927
7209,Singles,Madhouse,Romance|Shoujo,9780,612,1993,2101
7210,Hanaukyou Maid-tai OVA,Daume,Comedy|Romance|Ecchi|Harem,4967,6895,2001,797
7211,Doukyuusei (OVA): Climax,Triple X,Hentai,9782,596,1995,4841
7212,Robot Carnival,APPP,Fantasy|Sci-Fi|Mecha,3398,9610,1987,2182
7213,Jokei Kazoku III: Himitsu - The Anime,Anime Antenna Iinkai,Hentai,7741,1591,2014,27747
7214,Super Street Fighter IV,Gonzo,Action|Adventure|Shounen,5914,4797,2010,8026
7215,Soikano: Gyutto Dakishimete - The Animation,Seven,Hentai,5558,2196,2018,38033
7216,Seikai no Senki III,Sunrise,Action|Romance|Sci-Fi|Military|Space,2544,11245,2005,398
7217,Castle Fantasia: Seima Taisen,Studio Jam,Hentai,9222,820,2003,5645
7218,Doura,Meltdown,Hentai,10480,364,2001,5687
7219,Mikagura Tanteidan,,Hentai,8699,901,2004,3379
7220,Mizuiro (2003),OLM,Drama|Romance|Supernatural,6875,2083,2003,1039
7221,Midnight Eye: Gokuu,Madhouse,Action|Mystery|Sci-Fi|Seinen,5542,4888,1989,1879
7222,Nodame Cantabile: Finale OVA,J.C.Staff,Comedy|Romance|Josei,1780,20696,2010,8190
7223,Keibiin,Triple X,Hentai,9619,482,2000,5664
7224,Samayou Midara na Lunatics,Studio 9 Maiami,Hentai,7241,1824,2009,5993
7225,Nonomura Byouin no Hitobito,Triple X,Mystery|Hentai,9800,499,1996,4819
7226,Kininaru Roommate,Studio Ten,Hentai,6176,3223,2006,2960
7227,Detonator Orgun,AIC|Artmic,Action|Sci-Fi|Mecha,6370,2946,1991,1178
7228,Onmyouji: Youen Emaki,T-Rex,Hentai|Demons,9001,999,2003,5049
7229,eX-Driver,Actas|Production Reed,Action|Adventure|Comedy|Sci-Fi|Cars|Shounen,4927,5667,2000,377
7230,Masaru Ashita no Yukinojou 2,Triple X,Hentai,9421,716,2003,5398
7231,Bitch Gakuen ga Seijun na Hazu ga Nai!!? The Animation,Anime Antenna Iinkai,Hentai,7026,2203,2019,38865
7232,Ningyo no Mori,Pastel,Drama|Fantasy|Horror|Mystery,5093,3962,1991,2016
7233,Cosmo Police Justy,Studio Pierrot,Action|Sci-Fi|Supernatural|Space|Super Power|Shounen,9190,1347,1985,2056
7234,Ooedo Forty Eight,Studio 9 Maiami,Hentai|Historical,9187,590,2007,5439
7235,Toushin Toshi II,AIC,Adventure|Fantasy|Romance|Hentai,9351,593,1997,2838
7236,Battle Athletess Daiundoukai,AIC,Action|Comedy|Sci-Fi|Sports|Ecchi|Space|Shounen,6316,2830,1997,1185
7237,Natural,Triple X,Hentai,8479,1105,1999,3056
7238,Mujintou Monogatari XX,Triple X,Hentai,9657,512,1999,5190
7239,Miboujin: Numeriau Nikuyoku to Midara ni Nureru Mitsusubo,Studio Jam,Hentai,8199,1357,2004,3108
7240,Aozora Shoujo-tai,Studio Fantasia,Action|Comedy|Romance|Military|Shounen,5877,3505,1994,1233
7241,Reijou Caster: Ingyaku no Wana,Tryforce,Hentai,9607,804,2003,4604
7242,Onna Kyoushi: Nikutai Jugyou,,Hentai|School,9761,546,2004,5608
7243,Mobile Suit Gundam Wing: Operation Meteor,Sunrise,Action|Adventure|Drama|Sci-Fi|Mecha|Military|Psychological|Space,3925,6095,1996,3626
7244,Niku Mesu R30: Nikuyoku ni Ochita Mesu-tachi The Animation,Office Takeout,Hentai,7772,1359,2014,25669
7245,Cobra The Animation: The Psycho-Gun,Magic Bus,Action|Adventure|Sci-Fi|Mecha|Space,5200,2905,2008,4646
7246,JK to Inkou Kyoushi 4 feat. Ero Giin-sensei,PoRO,Hentai|School,7049,1425,2018,37224
7247,The Cockpit,Madhouse,Historical|Military,3729,5692,1993,2500
7248,Carol,animate Film|Magic Bus,Fantasy|Shoujo,10299,609,1990,2054
7249,Tragic Silence: Shoujo Yugi,Onion Studio,Hentai,9774,620,2003,4692
7250,Elf-ban Kakyuusei: Anata dake wo Mitsumete...,PP Project,Drama|Romance|Harem|School,7798,1622,1997,661
7251,Bakuretsu Hunters OVA,Xebec|Production Reed,Action|Adventure|Comedy|Fantasy|Romance|Ecchi|Harem|Super Power|Shounen,6016,3533,1996,808
7252,Hoozuki no Reitetsu OVA,Studio Deen|Wit Studio,Comedy|Fantasy|Supernatural|Demons|Seinen,2066,9636,2015,24471
7253,Mei King,Y.O.U.C|Phoenix Entertainment,Adventure|Comedy|Fantasy|Hentai,8348,969,1999,3109
7254,Mahou Senshi Sweet Knights: Heroine Ryoujoku Shirei,Shindeban Film,Hentai,9367,639,2004,3920
7255,Triangle Heart: Sweet Songs Forever,Seven Arcs,Adventure|Romance,6892,3379,2003,176
7256,Hayate no Gotoku! OVA,Manglobe,Comedy|Romance|Harem|Parody|Shounen,3820,7167,2014,23153
7257,Maken no Hime wa Ero Ero Desu,PoRO,Fantasy|Hentai,7480,1027,2018,38107
7258,Slayers Excellent,J.C.Staff,Adventure|Comedy|Fantasy|Supernatural|Demons|Shounen,2686,13909,1998,1171
7259,Samurai Hormone The Animation,,Hentai,7454,2051,2014,26059
7260,What's Michael?,Kitty Film Mitaka Studio,Comedy,9490,468,1985,12005
7261,Shinryaku!! Ika Musume,Diomedéa,Comedy|Slice of Life|Shounen,1795,14881,2012,13267
7262,Gekiganger 3: The Movie,Xebec,Action|Comedy|Sci-Fi|Mecha|Parody|Shounen,6245,2720,1998,2067
7263,D+vine Luv,Executive Decision,Hentai,7345,1892,2001,2533
7264,Gloria: Kindan no Ketsuzoku,Triple X,Drama|Mystery|Romance|Hentai,9511,695,1997,3396
7265,High School Fleet OVA,Production IMS,Action|Military|School,2981,11542,2017,34125
7266,Mobile Suit Gundam Unicorn,Sunrise,Action|Drama|Sci-Fi|Mecha|Military|Space,1297,48526,2010,6336
7267,Munto: Toki no Kabe wo Koete,Kyoto Animation,Action|Fantasy|Super Power,4396,7282,2005,1135
7268,Sousei no Aquarion OVA,Satelight,Action|Romance|Sci-Fi|Supernatural|Mecha|Super Power,4124,6344,2007,2170
7269,Ajin 2nd Season OVA,Polygon Pictures,Action|Horror|Mystery|Supernatural|Seinen,3734,7398,2017,36625
7270,Ryoujoku Guerrilla Kari 3,Suzuki Mirano,Hentai,8293,1013,2008,4480
7271,Morita-san wa Mukuchi,Studio Gram|Seven,Comedy|Slice of Life|School,4970,5631,2011,9774
7272,The Hakkenden,Artmic,Action|Adventure|Demons|Historical|Martial Arts|Samurai|Shounen,6076,2546,1990,1822
7273,Otome*Domain The Animation,T-Rex,Hentai,5955,2176,2017,35827
7274,Ushio to Tora,Pastel,Action|Comedy|Horror,3721,5924,1992,842
7275,Canary wa Kago no Naka,Studio Jam,Hentai,8286,1206,2003,4000
7276,Dominion,Agent 21,Comedy|Sci-Fi|Mecha|Police,3919,8486,1988,1151
7277,Spaceship Agga Ruter,,Comedy|Sci-Fi|Hentai|Space,7358,1225,1998,2681
7278,Jashin Shoukan: Inran Kyonyuu Oyako Ikenie Gishiki,T-Rex,Hentai,5621,2772,2021,49020
7279,Warau Hyouteki,Studio Pierrot,Horror|Mystery,6780,2464,1987,2018
7280,Doukyuusei 2 (OVA),Triple X,Hentai,9380,592,1996,4842
7281,Vicious,KKC Animation Production,Hentai,8673,1083,2001,4541
7282,Shin Tennis no Ouji-sama OVA vs. Genius 10,Production I.G|M.S.C,Action|Comedy|Sports|Shounen,3036,10285,2014,21755
7283,Issunboushi (OVA),Y.O.U.C,Hentai,8045,1294,2007,3833
7284,Tales of Symphonia The Animation: Sekai Tougou-hen,ufotable,Action|Adventure|Fantasy|Martial Arts,2593,12712,2011,8995
7285,Genshiken Nidaime OVA,Production I.G,Comedy|Slice of Life|Parody,2733,11099,2013,19159
7286,Darcrows,Shura,Hentai,8496,1497,2003,3439
7287,Kyuuketsuhime Miyu,AIC,Action|Drama|Horror|Demons|Vampire|Shoujo,3633,10032,1988,1384
7288,Princess Army: Wedding★Combat,J.C.Staff,Action|Romance|Martial Arts|Shoujo,9990,520,1992,3605
7289,Mai-Otome 0: S.ifr,Sunrise,Sci-Fi,3239,9499,2008,3268
7290,Ninja Mono,AIC,Adventure|Comedy|Supernatural|Shounen,8546,1638,1996,1440
7291,Gravity Daze The Animation: Ouverture,Khara,Action|Fantasy|Sci-Fi,6012,3389,2016,33697
7292,Nijiiro☆Prism Girl,SynergySP,Comedy|Romance|School|Shoujo,7396,2196,2013,19351
7293,Early Reins,OLM,Action|Adventure|Seinen,7941,1891,2003,1928
7294,Mahou Sensei Negima!: Mou Hitotsu no Sekai Extra - Mahou Shoujo Yue♥,Shaft|Studio Pastoral,Action|Adventure|Fantasy|Ecchi|School|Shounen,4235,5214,2010,10628
7295,Karada de Kaiketsu Hyakkiya Tantei Jimusho,Mousou Senka,Hentai,7199,1217,2021,48843
7296,Shingeki no Kyojin: Lost Girls,Wit Studio,Action|Drama|Fantasy|Horror|Supernatural,313,173566,2017,36106
7297,Prison School: Mad Wax,J.C.Staff,Comedy|Romance|Ecchi|School|Seinen,970,111929,2016,32485
7298,Pico x CoCo x Chico,Sugar Boy|Blue Cat,Boys Love|Hentai,5148,56835,2008,4866
7299,Anette-san to Liliana-san The Animation,,Hentai,6849,2015,2021,48880
7300,Shin Koihime†Musou: Live Revolution,Doga Kobo,Ecchi|Music,6342,2853,2010,8635
7301,Ichigo Mashimaro OVA,Daume,Comedy|Slice of Life|School,1755,17515,2007,1888
7302,Gin no Otoko,J.C.Staff,Romance|Hentai,10560,218,1992,20177
7303,Iria: Zeiram The Animation,Ashi Production,Action|Adventure|Sci-Fi|Space,3219,10667,1994,432
7304,Tsuma Tsuma,Studio Ten,Hentai,6757,2432,2005,2507
7305,A-Ko The Versus,Studio Fantasia,Action|Adventure|Comedy|Romance|Sci-Fi|Super Power,6719,2988,1990,1295
7306,Detective Conan OVA 05: The Target is Kogoro! The Detective Boys' Secret Investigation,TMS Entertainment,Adventure|Comedy|Mystery|Police|Shounen,3130,10762,2005,2515
7307,SeeIn AO,Shinkuukan,Hentai,9799,569,2001,5285
7308,Harbor Light Monogatari: Fashion Lala yori,Studio Pierrot,Shoujo,9598,858,1988,3320
7309,Natural: Another,Triple X,Romance|Hentai,8371,1100,2000,3370
7310,Choujuu Densetsu Gestalt,,Adventure|Comedy|Fantasy,7411,2415,1997,1283
7311,Drifters: The Outlandish Knight,Hoods Drifters Studio,Action|Adventure|Comedy|Fantasy|Historical|Samurai|Seinen,2833,9885,2018,38360
7312,"Shin Koihime†Musou: Gunyuu, Minami no Shima de Bakansu wo Suru no Koto - Ato, Porori mo Aru yo!",Doga Kobo,Comedy|Fantasy|Ecchi,5446,4430,2010,7774
7313,Shin Ringetsu,,Drama|Supernatural|Hentai,6723,2178,2008,5603
7314,Momiji,Shura,Hentai|School,7731,1395,2002,3303
7315,TO,,Action|Drama|Sci-Fi|Space|Seinen,6516,2579,2009,7279
7316,Bouken! Iczer 3,AIC|Darts,Action|Adventure|Sci-Fi,8449,1416,1990,2292
7317,Kanin Tokkyuu Michishio,Y.O.U.C,Hentai,8837,845,2010,8275
7318,Midori no Neko,Tezuka Productions,Mystery,9437,851,1983,11799
7319,Hime-sama Love Life!,PoRO,Hentai,5653,2238,2019,39471
7320,Ninpou Midare Karakuri,Dangun Pictures,Hentai,8063,1133,1996,3442
7321,Angelique: Shiroi Tsubasa no Memoire,Yumeta Company,Drama|Fantasy|Romance|Sci-Fi|Harem|Shoujo,8397,1413,2000,2536
7322,Kakyuusei 2: Anthology,Inugoya,Drama|Romance|Hentai|Harem,8356,1045,2006,2139
7323,Ningyou no Yakata,AIC,Hentai,9148,962,2003,5613
7324,Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana OVA,,Action|Fantasy|Police|Vampire,7464,2056,2020,40762
7325,Metal Skin Panic MADOX-01,AIC|Artmic,Action|Sci-Fi|Mecha,7300,2986,1987,2461
7326,Shishunki Shoujo,Suzuki Mirano,Hentai|School,6880,1920,2008,4278
7327,Detective Conan OVA 07: A Challenge from Agasa! Agasa vs. Conan and the Detective Boys,TMS Entertainment,Adventure|Comedy|Mystery|Police|Shounen,3031,10497,2007,2597
7328,Twilight Q,Ajia-Do|Studio Deen,Mystery|Sci-Fi|Psychological,6257,3084,1987,1981
7329,Sanctuary,Pastel,Action|Drama|Suspense|Police|Seinen,7145,1764,1996,2698
7330,Succubus Appli: Gakuen Sai*,,Hentai,6918,0,2021,49222
7331,Kud Wafter,J.C.Staff,Comedy|Romance|School,4835,3768,2020,35960
7332,Gate Keepers 21,Gonzo,Action|Drama|Sci-Fi|Mecha|Shounen,4622,6131,2002,128
7333,Mogitate Marina-chan,,Hentai,10400,291,1999,5423
7334,Love es M The Animation,Office Takeout,Hentai,6811,2037,2014,22901
7335,Bible Black Gaiden,Studio Jam,Supernatural|Hentai,3915,19863,2002,972
7336,Bokusatsu Tenshi Dokuro-chan 2,Hal Film Maker,Comedy|Ecchi,2437,83446,2007,2131
7337,Shin Captain Tsubasa,Nippon Animation,Action|Sports|Shounen,3258,8962,1989,2117
7338,Spotlight,Y.O.U.C,Hentai|Music,9434,806,2002,3902
7339,Tennis no Ouji-sama: Another Story - Kako to Mirai no Message,M.S.C,Comedy|Sports|School|Shounen,2755,10317,2009,5751
7340,Kekkai Sensen & Beyond: Zapp Renfro Ingaouhouchuu!!/Baccardio no Shizuku,Bones,Action|Comedy|Fantasy|Supernatural|Super Power|Vampire|Shounen,2764,13739,2018,37364
7341,Hasande Ageru,,Hentai,7565,1627,2018,38036
7342,Ryoujoku Hitozuma Onsen,Kazuki Production|Studio March,Hentai,6569,2293,2005,3171
7343,Spiral Over,Meltdown,Hentai,9833,393,1999,5565
7344,Tower of Etruria,Shinkuukan,Adventure|Comedy|Hentai|Harem,9210,692,2003,4340
7345,Rayearth,TMS Entertainment,Action|Adventure|Fantasy,4279,9319,1997,1954
7346,Menhera Ayuri no Yamanai Onedari: Headphone wa Hazusenai,Collaboration Works,Hentai,6922,2070,2017,35343
7347,Puchimas!: Petit iDOLM@STER Episode 0,Gathering,Comedy|Slice of Life|Music,6202,2551,2012,15781
7348,Kussetsu,AIC,Hentai,8931,601,2002,2794
7349,Otome wa Boku ni Koishiteru: Futari no Elder The Animation,SILVER LINK.,Drama|Romance|School,4206,8529,2012,9988
7350,Detective Conan OVA 08: High School Girl Detective Sonoko Suzuki's Case Files,TMS Entertainment,Comedy|Mystery|Police|Shounen,3458,9559,2008,6198
7351,Hakuouki OVA,Studio Deen,Action|Drama|Supernatural|Historical|Samurai,3595,7833,2011,11663
7352,Hyakkiyakou: Warashi,Sonsan Kikaku,Hentai,10053,375,2000,4495
7353,Shin Angel,Studio Tulip,Comedy|Drama|Romance|Hentai,7571,1249,1994,217
7354,Pops,Madhouse,Romance|Slice of Life|Shoujo,10146,527,1993,2093
7355,Ryouki no Ori: Dai 2 Shou,Studio Kyuuma,Hentai,8920,931,2001,2368
7356,Kokudo Ou,Alice Production,Fantasy|Hentai,8741,717,2000,5117
7357,Goddamn,Studio Signal,Action|Sports|Cars|Seinen,8381,1210,1990,9646
7358,Junk Story: Tetsukuzu Monogatari,Ripple Film,Action|Sci-Fi|Hentai,10434,419,1999,4575
7359,Tsuukin Kairaku: Chikan de Go!!,Studio Jam,Hentai,8524,1431,2007,4355
7360,Inmu Gakuen: Inmu ni Torawareta Bijin Shimai,,Hentai,7776,1504,2010,8290
7361,Aa! Megami-sama! (2011),AIC,Comedy|Romance|Supernatural|Seinen,2715,11960,2011,9611
7362,Tonari no Seki-kun OVA,Shin-Ei Animation,Comedy|School|Seinen,1532,30932,2014,20977
7363,Irregular Hunter X: The Day of Sigma,Xebec,Action|Sci-Fi|Mecha|Shounen,3536,8220,2005,2808
7364,Hand Maid Mai,Tokyo Kids,Comedy|Romance|Sci-Fi|Ecchi,7653,2463,2003,1234
7365,Kami-machi Sana-chan The Animation,Shion,Hentai,6165,2806,2019,38779
7366,Princess Memory,Triple X,Fantasy|Romance|Hentai,9405,693,2001,1402
7367,Shinshou Genmukan,,Hentai,6951,1801,2010,8294
7368,Leatherman,Aiti St.,Hentai,8935,788,2001,3378
7369,Nakanohito Genome [Jikkyouchuu]: Knots of Memories,SILVER LINK.,Comedy|Drama|Game,4368,6670,2020,40460
7370,T.P. Sakura: Time Paladin Sakura,Nomad,Action,7919,2085,2011,9393
7371,Kyou kara Ore wa!!,Studio Pierrot,Comedy|Shounen,2369,10577,1993,851
7372,Macross 7 Encore,Production Reed,Action|Comedy|Drama|Sci-Fi|Mecha|Music|Space|Shounen,4434,5621,1995,1399
7373,TV-ban Pokemon Special Masara Town-hen Recaps,OLM,Action|Adventure|Comedy|Fantasy|Kids,7694,1609,2000,31750
7374,Shameshrine Andorora,,Sci-Fi|Hentai,7902,1557,2001,4493
7375,Capricorn,Aubec,Adventure|Comedy|Fantasy|Sci-Fi|Shounen,9064,1439,1991,2053
7376,Kutsujoku 2 The Animation,BreakBottle,Hentai,7051,2177,2020,41512
7377,Dallos,Studio Pierrot,Action|Sci-Fi|Mecha,7163,2983,1983,3060
7378,Saimin☆Gakuen,PoRO,Hentai,7244,1413,2018,37127
7379,Hitozuma Cosplay Kissa 2: Hitozuma LoveLove - Cosplay OVA,Space-X,Hentai,7365,1459,2007,3917
7380,Saezuru Tori wa Habatakanai: Don't Stay Gold,GRIZZLY,Boys Love|Drama,3576,5721,2021,41290
7381,Hidamari Sketch: Sae Hiro Sotsugyou-hen,Shaft,Comedy|Slice of Life|School|Seinen,2909,7639,2013,17739
7382,Princess Holiday: Korogaru Ringo Tei Senya Ichiya,Datama Film,Fantasy|Hentai,9403,655,2004,5408
7383,Campus,Y.O.U.C,Hentai,8091,1683,2000,3039
7384,Ryuusei Tenshi Primaveil,Anime Antenna Iinkai,Hentai,9794,632,2006,5108
7385,Angelique,Yumeta Company,Drama|Fantasy|Romance|Sci-Fi|Harem|Shoujo,6758,2849,2004,2534
7386,Hump Bang,Studio Prokion,Hentai,6627,2626,2012,14659
7387,Wolf Guy,J.C.Staff,Action|Sci-Fi|Military,10154,366,1992,9526
7388,Sex Friend Osananajimi: Shojo to Doutei wa Hazukashii tte Minna ga Iu kara - The Animation,Seven,Hentai,6238,2493,2020,41370
7389,Chivas 1-2-3,Daume,Action|Comedy|Fantasy|Supernatural|Ecchi,7852,1842,1999,1228
7390,Tetsuwan Birdy,Madhouse,Action|Comedy|Sci-Fi|Shounen,2811,12493,1996,566
7391,Love Forever,E&G Films,Hentai,10092,308,2001,5553
7392,Hetalia: The World Twinkle Extra Disc,Studio Deen,Comedy|Historical|Parody,4424,4594,2016,31997
7393,Mobile Suit SD Gundam's Counterattack,Sunrise,Comedy|Mecha|Parody,7350,1858,1989,2306
7394,Burn Up! W,AIC,Comedy|Sci-Fi|Ecchi|Mecha|Shounen,5499,5822,1996,769
7395,Jokuana,Y.O.U.C,Hentai,8923,1142,2007,3334
7396,Shimai Ijiri,Y.O.U.C|Phoenix Entertainment,Hentai,9097,724,1999,3951
7397,Asa made Jugyou Chu!,GoHands,Comedy|Romance|Ecchi|School,4157,36123,2012,12581
7398,Bible Black,Studio Jam,Hentai,3296,43813,2001,368
7399,12-sai. 2nd Season,SynergySP,Romance|School|Shoujo,6854,2635,2015,31319
7400,Kiss yori...,Y.O.U.C,Hentai,8424,1228,1999,3543
7401,Cool Cool Bye,Studio Bogey,Action|Adventure|Fantasy,10267,765,1986,9356
7402,Dantalian no Shoka: Ibarahime,Gainax,Action|Mystery|Historical|Police,2631,14945,2012,12879
7403,Kijoku: Princess Double Kari,Studio Soul,Hentai,8369,1212,2004,2434
7404,Bannou Bunka Neko-Musume,Studio Fantasia|animate Film,Adventure|Comedy|Sci-Fi|Mecha|Seinen,4882,5601,1992,373
7405,Zoku Koihime,,Fantasy|Supernatural|Hentai|Harem,7083,1493,2001,2442
7406,Shuten Douji,Studio Signal,Horror|Sci-Fi|Supernatural|Demons|Historical|Space|Shounen,8688,1097,1989,1227
7407,Kunoichi Bakumatsu Kitan,Dream Entertainment,Hentai,8560,1083,2003,4364
7408,Doukyuusei (OVA): Natsu no Owari ni,Triple X,Drama|Romance|Hentai|Harem,9016,981,1994,3558
7409,Meiou Project Zeorymer,AIC|Artmic,Action|Drama|Sci-Fi|Mecha|Psychological,7040,2795,1988,1832
7410,Gakuen Tokusou Hikaruon,AIC,Action|Martial Arts|School|Super Power,8838,1504,1987,1927
7411,Harenchi Koumon Manyuuki,Horannabi,Hentai|Historical,9855,510,1996,5566
7412,Tsubaki Iro no Purijioone,Shinkuukan,Hentai,9613,745,2002,2190
7413,Code:Realize - Sousei no Himegimi - Set a Thief to Catch a Thief,M.S.C,Fantasy|Romance|Historical|Josei,5303,4314,2018,37910
7414,Detective Conan OVA 02: 16 Suspects,TMS Entertainment,Adventure|Comedy|Mystery|Police|Shounen,2790,12815,2002,2512
7415,Parasite Dolls,AIC,Action|Sci-Fi|Mecha|Police,4854,6210,2003,1350
7416,Saiyuuki Gaiden,Anpro,Action|Adventure|Drama|Fantasy|Demons,3579,5864,2011,9088
7417,Minami-ke Betsubara,asread.,Comedy|Slice of Life,1686,21085,2009,5713
7418,Beat Shot!!,Gainax,Sports|Hentai,10369,396,1989,7155
7419,Ringetsu The Animation,Flavors Soft,Hentai,5729,3087,2006,2505
7420,Ero Konbini Tenchou,PoRO,Hentai,7127,0,2019,39365
7421,Hininden: Gauss,,Hentai,8743,1187,2005,4378
7422,Hinadori no Saezuri,,Hentai,9584,640,2000,4848
7423,Renzu: Futari no Kyori,G.P Entertainment,Hentai,9714,610,2000,3567
7424,Happy☆Lesson The Final,Studio Hibari,Comedy|Romance|Harem|School,4883,6028,2004,262
7425,Mujintou Monogatari X,Triple X,Hentai,9565,543,1998,3983
7426,Tenchi Muyou! Ryououki 2nd Season,AIC,Action|Comedy|Sci-Fi|Harem|Space|Shounen,1923,20486,1994,540
7427,Reijoku no Yakata,Y.O.U.C,Hentai,7833,1586,2010,7582
7428,Deep Voice,Studio Jam,Hentai,9580,751,2002,5646
7429,Midnight Eye: Gokuu II,Madhouse,Action|Adventure|Mystery|Sci-Fi|Super Power|Seinen,6520,3452,1989,1880
7430,Magical Twilight,AIC,Comedy|Romance|Hentai,8235,1052,1994,3078
7431,Shin Kyouhaku 2 The Animation: Kizu ni Saku Hana Senketsu no Kurenai,Flavors Soft,Hentai,8222,1022,2006,2329
7432,Yukiyo Ichiya Monogatari,,Hentai|Historical,9035,988,2004,4558
7433,Mahou Shoujo Pretty Sammy,AIC,Comedy|Fantasy|Parody,6136,3963,1995,1918
